customer_id,tenure_months,monthly_charges,total_charges,support_calls_30d,contract,payment_method,internet_service,churn
C024779,37,114.16,8861.42,1,two-year,credit_card,fiber,1
C024780,54,129.56,3717.23,3,month-to-month,credit_card,none,0
C024781,43,33.86,8319.42,3,one-year,credit_card,none,0
C024782,26,101.5,2272.55,3,month-to-month,boleto,dsl,1
C024783,25,46.83,5553.11,1,one-year,pix,fiber,0
C024784,37,87.57,7809.12,0,month-to-month,pix,dsl,0
C024785,22,66.61,7472.2,4,month-to-month,pix,fiber,0
C024786,55,35.91,3178.33,1,month-to-month,credit_card,fiber,1
C024787,13,115.49,1785.54,4,one-year,pix,fiber,0
C024788,3,59.24,2649.22,4,two-year,credit_card,fiber,0
C024789,35,35.98,45.0,3,one-year,credit_card,fiber,0
C024790,5,134.32,3038.58,2,month-to-month,boleto,fiber,1
C024791,13,37.5,6499.52,5,month-to-month,pix,fiber,0
C024792,27,46.7,4153.91,1,one-year,bank_transfer,dsl,1
C024793,0,23.08,1260.66,0,month-to-month,bank_transfer,none,0
C024794,16,87.41,3007.56,3,month-to-month,boleto,dsl,1
C024795,39,127.29,2342.78,4,one-year,bank_transfer,fiber,0
C024796,27,130.66,5304.18,1,month-to-month,credit_card,dsl,1
C024797,65,116.69,707.48,5,month-to-month,boleto,dsl,0
C024798,6,81.28,6580.97,2,two-year,credit_card,dsl,0
C024799,52,135.63,1224.39,0,month-to-month,boleto,none,0
C024800,43,119.73,8731.69,1,month-to-month,bank_transfer,fiber,0
C024801,47,135.6,6982.85,5,month-to-month,credit_card,dsl,0
C024802,49,51.13,3217.85,4,one-year,boleto,fiber,0
C024803,3,98.17,1718.47,4,month-to-month,bank_transfer,dsl,0
C024804,57,22.81,5756.18,0,one-year,pix,fiber,1
C024805,24,87.79,8663.45,4,month-to-month,credit_card,dsl,0
C024806,47,134.0,4496.66,2,two-year,pix,dsl,0
C024807,21,116.0,4545.08,2,month-to-month,credit_card,fiber,0
C024808,28,120.9,3162.29,5,two-year,pix,none,0
C024809,51,61.22,5390.03,1,month-to-month,pix,dsl,1
C024810,68,71.76,8762.87,4,month-to-month,boleto,fiber,1
C024811,64,148.21,4054.73,1,one-year,bank_transfer,fiber,0
C024812,53,54.75,821.94,3,one-year,boleto,dsl,0
C024813,39,31.21,4570.96,4,month-to-month,bank_transfer,fiber,1
C024814,38,70.57,6826.1,1,one-year,pix,fiber,0
C024815,70,119.74,8271.31,4,month-to-month,credit_card,fiber,1
C024816,15,88.07,6486.51,3,month-to-month,credit_card,none,0
C024817,69,25.68,7470.53,0,two-year,pix,dsl,0
C024818,47,106.41,4164.28,1,one-year,credit_card,fiber,1
C024819,44,115.63,855.15,5,month-to-month,boleto,dsl,1
C024820,43,98.36,499.01,5,two-year,boleto,dsl,0
C024821,59,42.27,1613.83,5,month-to-month,boleto,fiber,0
C024822,49,44.84,3771.05,5,month-to-month,boleto,fiber,0
C024823,6,72.95,7577.03,4,month-to-month,pix,dsl,0
C024824,57,66.57,4455.07,4,month-to-month,bank_transfer,fiber,0
C024825,53,33.24,3148.97,3,one-year,pix,fiber,0
C024826,66,131.71,3613.22,0,one-year,boleto,fiber,0
C024827,68,140.2,8680.7,3,month-to-month,boleto,dsl,0
C024828,69,38.7,3935.64,5,month-to-month,pix,none,1
C024829,3,93.1,6161.07,0,month-to-month,pix,dsl,0
C024830,46,75.87,8650.5,3,month-to-month,boleto,none,0
C024831,68,73.17,5992.12,0,month-to-month,credit_card,fiber,0
C024832,70,95.44,4970.35,5,one-year,pix,fiber,0
C024833,40,79.14,4644.33,3,month-to-month,pix,fiber,1
C024834,66,78.7,5893.35,4,two-year,credit_card,fiber,1
C024835,64,38.67,5037.86,3,two-year,boleto,none,0
C024836,0,112.38,6087.87,1,one-year,credit_card,dsl,0
C024837,64,95.39,5340.19,4,month-to-month,boleto,fiber,0
C024838,46,27.28,8773.42,1,two-year,pix,fiber,0
C024839,41,68.81,7711.97,2,one-year,pix,fiber,0
C024840,13,48.31,851.2,0,month-to-month,bank_transfer,fiber,0
C024841,67,70.7,7449.23,2,one-year,pix,fiber,0
C024842,21,35.45,1607.82,3,one-year,pix,fiber,0
C024843,30,99.37,2442.73,5,two-year,bank_transfer,fiber,0
C024844,21,95.6,1822.99,1,two-year,credit_card,fiber,0
C024845,70,97.06,3528.72,2,two-year,pix,fiber,0
C024846,35,67.59,3168.34,0,month-to-month,boleto,dsl,0
C024847,8,113.87,8118.6,5,two-year,bank_transfer,fiber,0
C024848,0,129.54,4911.71,5,month-to-month,bank_transfer,fiber,1
C024849,71,74.12,2894.39,3,month-to-month,bank_transfer,dsl,1
C024850,17,76.3,5200.62,3,month-to-month,credit_card,fiber,0
C024851,56,136.8,4795.32,5,month-to-month,bank_transfer,fiber,0
C024852,2,98.67,8762.97,3,one-year,pix,fiber,0
C024853,65,86.26,1822.06,4,month-to-month,pix,dsl,0
C024854,47,115.83,6879.23,1,month-to-month,bank_transfer,fiber,0
C024855,16,60.32,525.99,3,one-year,bank_transfer,fiber,0
C024856,64,24.26,3409.5,5,two-year,bank_transfer,dsl,0
C024857,21,111.25,3821.53,4,two-year,bank_transfer,fiber,0
C024858,72,103.99,8441.96,3,two-year,boleto,fiber,0
C024859,43,75.71,1000.26,1,one-year,boleto,fiber,0
C024860,32,25.96,4246.09,5,month-to-month,boleto,dsl,1
C024861,4,142.21,2487.02,0,two-year,bank_transfer,dsl,1
C024862,18,115.0,15.47,1,month-to-month,boleto,fiber,0
C024863,4,70.12,803.73,4,month-to-month,credit_card,fiber,0
C024864,62,46.14,3542.89,4,one-year,credit_card,dsl,1
C024865,7,92.19,6994.2,4,month-to-month,pix,dsl,0
C024866,8,22.76,8688.87,0,two-year,boleto,dsl,0
C024867,9,79.44,4446.27,3,two-year,bank_transfer,fiber,1
C024868,71,148.49,8998.6,4,two-year,bank_transfer,fiber,0
C024869,70,116.1,383.51,5,month-to-month,credit_card,dsl,1
C024870,52,148.04,220.7,0,one-year,boleto,fiber,0
C024871,5,71.48,3414.75,3,month-to-month,pix,none,0
C024872,36,31.33,2964.64,5,month-to-month,bank_transfer,fiber,0
C024873,69,145.46,2693.13,5,two-year,credit_card,dsl,0
C024874,7,132.48,7928.5,2,two-year,boleto,fiber,0
C024875,57,93.13,5018.49,1,one-year,boleto,none,0
C024876,1,49.88,3382.48,5,two-year,boleto,fiber,0
C024877,58,116.04,225.11,0,month-to-month,pix,dsl,1
C024878,39,22.5,230.41,2,one-year,credit_card,dsl,1
C024879,64,138.88,1127.48,3,two-year,pix,dsl,0
C024880,30,110.63,2266.08,4,month-to-month,boleto,fiber,0
C024881,57,42.85,298.31,1,month-to-month,bank_transfer,fiber,0
C024882,61,41.39,1656.2,2,one-year,boleto,fiber,1
C024883,23,27.54,461.12,5,one-year,pix,none,0
C024884,46,120.16,7992.33,3,one-year,pix,fiber,0
C024885,33,36.62,5030.85,5,month-to-month,pix,fiber,1
C024886,31,87.61,3754.98,3,month-to-month,boleto,dsl,0
C024887,58,66.56,3141.48,1,month-to-month,credit_card,fiber,1
C024888,16,91.38,7930.86,5,month-to-month,credit_card,fiber,0
C024889,8,110.33,3155.76,5,month-to-month,boleto,dsl,0
C024890,35,47.29,3667.06,1,one-year,boleto,none,1
C024891,59,46.06,679.91,5,month-to-month,pix,none,0
C024892,11,63.89,7645.43,3,one-year,bank_transfer,fiber,0
C024893,24,141.57,2685.0,1,one-year,boleto,fiber,1
C024894,48,77.72,6000.52,4,one-year,pix,none,0
C024895,34,53.4,799.9,0,one-year,pix,none,0
C024896,44,87.54,2862.71,1,month-to-month,boleto,fiber,0
C024897,38,43.45,1278.86,5,two-year,credit_card,fiber,0
C024898,59,119.47,6746.68,1,one-year,credit_card,dsl,0
C024899,63,61.51,6567.51,3,month-to-month,pix,fiber,0
C024900,32,147.74,6562.23,0,two-year,pix,dsl,0
C024901,31,101.89,1961.92,1,month-to-month,credit_card,fiber,0
C024902,20,99.5,5438.1,2,one-year,credit_card,fiber,0
C024903,32,57.77,877.44,0,month-to-month,pix,fiber,0
C024904,61,43.19,1588.77,2,one-year,boleto,fiber,0
C024905,36,30.11,8673.57,2,month-to-month,bank_transfer,fiber,0
C024906,50,131.24,4577.31,2,one-year,credit_card,fiber,0
C024907,30,147.35,5810.49,4,month-to-month,credit_card,dsl,1
C024908,51,47.98,673.72,3,month-to-month,boleto,fiber,0
C024909,52,149.15,1823.52,4,one-year,boleto,fiber,0
C024910,38,100.07,8221.69,0,one-year,pix,fiber,0
C024911,68,122.27,641.48,5,month-to-month,pix,dsl,1
C024912,63,148.49,4800.44,0,month-to-month,credit_card,fiber,0
C024913,11,146.78,7480.19,4,month-to-month,pix,dsl,1
C024914,16,93.84,7918.15,1,one-year,credit_card,fiber,0
C024915,69,88.52,2399.22,3,one-year,bank_transfer,fiber,1
C024916,29,107.85,711.27,5,month-to-month,credit_card,fiber,1
C024917,22,48.57,2299.48,1,two-year,boleto,none,0
C024918,58,70.54,5307.69,5,two-year,pix,none,0
C024919,43,127.59,5627.19,4,month-to-month,bank_transfer,fiber,0
C024920,9,34.27,5852.46,4,two-year,boleto,fiber,0
C024921,6,79.68,2959.83,1,two-year,boleto,fiber,0
C024922,58,61.04,4558.71,2,one-year,credit_card,fiber,0
C024923,55,95.73,2804.93,5,two-year,bank_transfer,none,0
C024924,25,44.62,8023.44,5,one-year,pix,fiber,1
C024925,62,140.65,126.26,5,month-to-month,pix,none,1
C024926,9,122.92,2930.25,4,month-to-month,credit_card,fiber,0
C024927,63,30.56,6836.42,4,one-year,boleto,fiber,0
C024928,5,62.36,8988.17,5,one-year,pix,fiber,0
C024929,46,25.62,3329.18,0,one-year,credit_card,fiber,0
C024930,61,36.02,2962.57,3,month-to-month,credit_card,dsl,0
C024931,45,75.07,6675.13,2,month-to-month,boleto,fiber,0
C024932,56,62.83,7749.12,5,two-year,pix,dsl,0
C024933,25,87.68,4793.66,1,two-year,pix,fiber,0
C024934,21,57.82,7438.86,4,month-to-month,boleto,none,0
C024935,19,63.18,7948.4,0,month-to-month,boleto,fiber,0
C024936,8,144.56,2969.68,4,one-year,bank_transfer,dsl,0
C024937,20,133.74,2660.12,2,month-to-month,credit_card,fiber,0
C024938,18,21.74,934.21,5,month-to-month,pix,fiber,0
C024939,55,98.3,1162.7,4,two-year,pix,fiber,0
C024940,15,38.48,4913.83,0,month-to-month,bank_transfer,dsl,0
C024941,12,122.63,955.84,0,one-year,pix,fiber,0
C024942,53,128.67,6605.46,3,two-year,credit_card,dsl,0
C024943,39,105.85,4197.6,2,month-to-month,credit_card,none,1
C024944,15,107.51,7769.14,0,month-to-month,credit_card,none,1
C024945,51,130.69,5997.4,0,one-year,bank_transfer,fiber,1
C024946,15,33.24,3321.33,4,month-to-month,boleto,dsl,1
C024947,57,112.0,2081.03,3,two-year,boleto,fiber,0
C024948,2,35.59,3373.09,1,month-to-month,pix,fiber,0
C024949,43,25.5,4054.49,2,month-to-month,pix,dsl,1
C024950,43,103.02,6935.74,2,month-to-month,boleto,fiber,0
C024951,27,55.37,2839.81,5,month-to-month,boleto,fiber,1
C024952,50,25.96,1499.58,0,month-to-month,bank_transfer,fiber,1
C024953,27,28.21,5279.24,0,one-year,boleto,fiber,1
C024954,47,147.36,3507.05,3,month-to-month,bank_transfer,fiber,0
C024955,16,49.0,3440.31,1,month-to-month,credit_card,fiber,0
C024956,41,73.02,3152.35,0,two-year,bank_transfer,fiber,0
C024957,55,54.65,4624.36,1,month-to-month,credit_card,none,1
C024958,70,141.59,4130.18,4,two-year,boleto,fiber,1
C024959,26,29.6,8364.29,5,month-to-month,pix,dsl,1
C024960,34,90.62,2481.53,3,one-year,pix,dsl,0
C024961,34,82.11,2804.64,3,month-to-month,boleto,fiber,0
C024962,62,109.97,2828.54,1,month-to-month,bank_transfer,fiber,0
C024963,70,136.78,8357.8,1,one-year,credit_card,fiber,1
C024964,47,20.05,276.41,3,one-year,credit_card,dsl,0
C024965,60,22.15,507.37,0,two-year,bank_transfer,fiber,0
C024966,6,69.05,7993.53,4,month-to-month,boleto,fiber,0
C024967,55,72.21,1996.7,1,month-to-month,pix,dsl,0
C024968,59,135.76,5410.48,4,one-year,bank_transfer,fiber,0
C024969,52,56.25,3654.55,1,month-to-month,credit_card,dsl,0
C024970,42,130.28,1732.5,3,one-year,boleto,fiber,0
C024971,65,31.61,7794.87,4,month-to-month,pix,dsl,0
C024972,47,30.06,4598.96,3,two-year,boleto,none,0
C024973,61,116.87,5074.94,2,month-to-month,bank_transfer,fiber,0
C024974,13,119.14,120.29,3,month-to-month,pix,dsl,0
C024975,48,32.28,5170.93,5,one-year,bank_transfer,fiber,0
C024976,31,149.1,1144.63,1,month-to-month,pix,none,0
C024977,63,30.46,8217.92,1,month-to-month,boleto,none,0
C024978,64,134.94,4059.75,2,two-year,boleto,fiber,0
C024979,61,45.21,8683.66,1,month-to-month,boleto,dsl,0
C024980,15,22.86,3174.16,4,one-year,credit_card,none,0
C024981,35,131.12,4171.64,3,two-year,credit_card,fiber,1
C024982,0,43.96,161.32,4,month-to-month,credit_card,fiber,0
C024983,71,88.82,132.6,1,month-to-month,bank_transfer,fiber,0
C024984,18,127.48,6025.66,4,month-to-month,credit_card,fiber,0
C024985,45,40.11,26.19,1,month-to-month,boleto,fiber,1
C024986,35,116.34,8576.18,1,month-to-month,boleto,dsl,1
C024987,66,89.1,8726.73,0,two-year,pix,dsl,1
C024988,59,53.26,2124.53,5,month-to-month,boleto,fiber,0
C024989,56,25.4,7303.03,2,month-to-month,boleto,fiber,0
C024990,46,54.18,7643.63,2,month-to-month,pix,fiber,0
C024991,8,75.22,1188.64,1,one-year,bank_transfer,fiber,0
C024992,67,67.83,7322.12,2,month-to-month,credit_card,none,0
C024993,4,113.2,7769.33,4,month-to-month,credit_card,none,1
C024994,33,73.28,3343.62,5,month-to-month,credit_card,dsl,0
C024995,27,69.44,6241.46,2,month-to-month,credit_card,none,1
C024996,28,125.59,2398.95,3,month-to-month,boleto,fiber,0
C024997,71,80.31,5175.22,4,one-year,pix,fiber,0
C024998,16,148.11,5040.04,5,one-year,boleto,dsl,0
C024999,42,94.68,1089.24,1,one-year,pix,fiber,0
C025000,15,141.84,8377.37,0,month-to-month,pix,fiber,0
C025001,66,134.69,8449.86,4,month-to-month,pix,dsl,0
C025002,53,73.82,8528.6,2,one-year,credit_card,none,0
C025003,30,99.65,4824.06,4,month-to-month,boleto,fiber,1
C025004,5,38.3,2257.78,3,two-year,credit_card,fiber,1
C025005,11,88.51,6653.91,1,two-year,bank_transfer,fiber,1
C025006,17,75.12,5954.17,3,two-year,bank_transfer,none,1
C025007,29,82.89,7877.92,2,month-to-month,credit_card,fiber,0
C025008,64,43.96,7668.8,4,one-year,boleto,fiber,0
C025009,8,132.61,2505.18,0,month-to-month,bank_transfer,dsl,0
C025010,42,30.4,5255.98,3,one-year,pix,dsl,1
C025011,25,121.56,3949.37,5,two-year,credit_card,none,0
C025012,3,142.74,8363.4,1,month-to-month,bank_transfer,dsl,0
C025013,45,33.82,3680.15,3,month-to-month,pix,fiber,0
C025014,51,76.38,570.77,4,month-to-month,bank_transfer,fiber,0
C025015,70,96.04,4407.99,0,month-to-month,bank_transfer,none,1
C025016,36,148.87,2073.33,4,month-to-month,pix,fiber,0
C025017,23,132.5,96.2,3,month-to-month,pix,fiber,0
C025018,62,73.85,8208.63,1,month-to-month,pix,dsl,0
C025019,18,145.83,6054.27,1,one-year,credit_card,fiber,1
C025020,49,63.06,1054.41,1,month-to-month,bank_transfer,fiber,0
C025021,68,64.2,3415.42,5,month-to-month,boleto,dsl,0
C025022,0,85.81,2507.96,0,one-year,pix,none,1
C025023,67,121.34,7346.62,2,two-year,boleto,dsl,0
C025024,15,44.98,6270.28,3,one-year,bank_transfer,dsl,0
C025025,35,116.52,988.71,1,two-year,bank_transfer,fiber,1
C025026,18,20.35,59.64,5,month-to-month,bank_transfer,none,0
C025027,10,54.12,7378.67,3,two-year,pix,fiber,0
C025028,51,146.68,8398.94,3,two-year,pix,fiber,0
C025029,35,105.34,8656.65,5,month-to-month,boleto,dsl,0
C025030,37,80.13,1070.75,0,month-to-month,pix,none,0
C025031,35,115.13,3519.77,4,one-year,pix,fiber,0
C025032,54,76.58,1100.89,5,one-year,bank_transfer,dsl,0
C025033,70,33.87,8409.09,0,two-year,boleto,fiber,0
C025034,37,84.68,4070.06,4,one-year,bank_transfer,fiber,0
C025035,11,144.2,8188.98,2,month-to-month,pix,none,0
C025036,23,55.44,4086.86,4,one-year,credit_card,dsl,0
C025037,36,26.87,817.17,0,month-to-month,pix,fiber,0
C025038,7,116.38,3216.13,5,two-year,bank_transfer,none,0
C025039,16,79.07,8742.85,3,two-year,credit_card,dsl,0
C025040,14,63.51,7888.63,2,two-year,pix,dsl,1
C025041,71,83.38,4624.5,0,month-to-month,credit_card,fiber,0
C025042,29,140.9,2959.49,1,two-year,boleto,none,0
C025043,64,52.53,1476.19,5,month-to-month,pix,fiber,1
C025044,40,46.07,1240.82,3,one-year,pix,fiber,0
C025045,36,89.41,1401.52,4,month-to-month,boleto,none,0
C025046,68,80.23,4788.41,5,month-to-month,credit_card,fiber,1
C025047,50,39.47,6296.41,1,month-to-month,boleto,none,1
C025048,17,95.49,2667.65,1,two-year,bank_transfer,fiber,0
C025049,20,94.68,8858.15,3,one-year,boleto,dsl,0
C025050,48,98.71,4201.22,3,one-year,credit_card,dsl,0
C025051,0,73.76,5360.25,2,month-to-month,credit_card,dsl,1
C025052,11,57.71,4823.82,5,month-to-month,credit_card,fiber,0
C025053,5,62.68,6939.28,3,month-to-month,pix,fiber,0
C025054,52,128.47,8420.64,0,month-to-month,boleto,fiber,0
C025055,32,101.26,7626.17,2,one-year,credit_card,fiber,1
C025056,0,71.74,4633.56,2,one-year,boleto,fiber,0
C025057,54,99.72,8446.1,4,one-year,pix,fiber,0
C025058,47,65.45,3768.73,4,month-to-month,boleto,fiber,1
C025059,52,132.14,664.16,1,month-to-month,credit_card,dsl,0
C025060,11,114.59,1193.92,3,one-year,boleto,fiber,0
C025061,63,33.12,8569.07,3,month-to-month,pix,dsl,0
C025062,13,27.3,8460.46,0,one-year,boleto,dsl,1
C025063,41,24.34,8223.46,4,month-to-month,boleto,none,0
C025064,40,23.58,6763.36,3,month-to-month,boleto,fiber,0
C025065,15,84.6,6113.53,4,two-year,credit_card,none,0
C025066,27,43.51,7538.58,2,one-year,bank_transfer,dsl,1
C025067,3,107.69,4007.7,4,month-to-month,pix,fiber,0
C025068,34,82.76,4926.08,5,one-year,pix,fiber,0
C025069,49,32.15,8084.88,0,one-year,bank_transfer,fiber,1
C025070,22,20.76,511.01,2,month-to-month,boleto,fiber,0
C025071,39,24.77,5069.29,2,one-year,credit_card,none,0
C025072,69,89.33,3430.78,4,two-year,credit_card,fiber,0
C025073,17,96.26,5000.09,2,month-to-month,pix,dsl,0
C025074,21,65.89,8615.41,2,one-year,pix,fiber,1
C025075,8,30.26,7071.06,0,two-year,boleto,dsl,0
C025076,39,141.51,4289.0,0,two-year,pix,fiber,0
C025077,14,72.74,6127.32,4,two-year,pix,dsl,0
C025078,62,75.81,5066.2,2,month-to-month,boleto,dsl,0
C025079,21,69.59,1774.63,2,month-to-month,pix,fiber,1
C025080,48,27.73,4104.47,5,one-year,boleto,fiber,0
C025081,13,112.36,998.03,0,one-year,credit_card,dsl,0
C025082,23,106.43,4107.09,1,month-to-month,pix,fiber,0
C025083,12,41.38,3954.62,2,month-to-month,pix,fiber,1
C025084,40,54.92,6284.93,1,one-year,boleto,fiber,1
C025085,2,91.1,2424.85,1,one-year,bank_transfer,fiber,0
C025086,6,68.98,3537.14,2,two-year,bank_transfer,fiber,1
C025087,36,149.73,3704.28,0,month-to-month,boleto,none,0
C025088,39,84.54,1545.34,1,one-year,pix,dsl,0
C025089,24,134.69,6592.66,4,two-year,boleto,fiber,0
C025090,31,46.6,6023.53,3,one-year,bank_transfer,fiber,1
C025091,30,92.31,3606.95,5,two-year,bank_transfer,fiber,0
C025092,55,61.83,1425.62,0,month-to-month,pix,dsl,0
C025093,32,141.49,7086.35,1,two-year,bank_transfer,fiber,0
C025094,61,91.65,6236.39,3,month-to-month,credit_card,dsl,0
C025095,15,105.01,5977.71,4,two-year,pix,fiber,0
C025096,14,29.88,8510.08,5,two-year,boleto,fiber,0
C025097,29,83.4,7232.07,4,month-to-month,bank_transfer,fiber,1
C025098,5,95.33,8088.54,5,one-year,pix,dsl,0
C025099,48,57.75,6844.31,2,one-year,boleto,none,0
C025100,28,115.65,6709.37,1,two-year,pix,fiber,0
C025101,26,80.66,6825.62,5,month-to-month,bank_transfer,fiber,1
C025102,38,92.97,8508.59,3,one-year,boleto,fiber,1
C025103,5,66.92,4724.87,3,month-to-month,credit_card,fiber,0
C025104,27,107.95,3694.48,0,month-to-month,pix,dsl,1
C025105,70,33.41,8650.75,1,one-year,boleto,fiber,0
C025106,45,85.81,8720.23,3,one-year,credit_card,none,0
C025107,41,136.43,7851.79,2,two-year,boleto,fiber,0
C025108,36,50.57,5172.06,4,month-to-month,bank_transfer,none,1
C025109,34,132.9,5640.57,2,month-to-month,credit_card,dsl,1
C025110,68,135.06,4038.64,2,month-to-month,pix,fiber,0
C025111,67,49.96,1895.08,1,one-year,credit_card,dsl,0
C025112,29,30.49,909.88,4,one-year,credit_card,dsl,0
C025113,67,119.37,111.19,1,two-year,bank_transfer,none,0
C025114,6,144.62,1916.48,1,month-to-month,pix,none,0
C025115,23,53.24,4845.71,5,month-to-month,credit_card,fiber,1
C025116,22,138.69,8113.22,1,month-to-month,pix,fiber,0
C025117,50,47.06,3738.92,3,month-to-month,boleto,fiber,0
C025118,44,66.71,5767.69,5,month-to-month,credit_card,fiber,0
C025119,34,135.17,4163.38,0,one-year,boleto,fiber,0
C025120,18,59.53,123.06,0,month-to-month,pix,fiber,1
C025121,37,118.24,3848.37,3,month-to-month,credit_card,dsl,1
C025122,19,39.11,3337.54,4,two-year,pix,dsl,0
C025123,36,69.24,2848.93,5,two-year,bank_transfer,fiber,0
C025124,24,142.3,2751.69,4,month-to-month,pix,fiber,0
C025125,64,49.42,1371.04,1,two-year,bank_transfer,dsl,0
C025126,54,111.22,5252.07,2,month-to-month,pix,fiber,0
C025127,12,139.54,7229.11,3,month-to-month,credit_card,fiber,0
C025128,68,122.04,7496.23,3,month-to-month,credit_card,fiber,0
C025129,48,143.24,2416.12,5,month-to-month,boleto,dsl,0
C025130,25,142.69,2582.86,3,month-to-month,bank_transfer,fiber,1
C025131,38,34.77,2557.5,2,two-year,credit_card,fiber,0
C025132,14,98.22,1447.26,0,one-year,credit_card,fiber,0
C025133,3,75.5,5617.06,1,month-to-month,boleto,fiber,0
C025134,30,108.76,1318.45,4,month-to-month,boleto,dsl,1
C025135,57,116.53,3583.31,1,two-year,credit_card,fiber,0
C025136,25,51.88,4883.99,2,one-year,bank_transfer,fiber,0
C025137,28,123.98,6095.5,1,month-to-month,boleto,dsl,0
C025138,72,73.2,8706.0,4,month-to-month,credit_card,fiber,0
C025139,72,105.38,7354.25,0,two-year,pix,dsl,0
C025140,33,75.6,3544.22,1,month-to-month,credit_card,fiber,1
C025141,3,65.0,7458.3,2,one-year,credit_card,fiber,0
C025142,49,110.21,2526.09,1,month-to-month,pix,fiber,1
C025143,52,90.45,6108.1,3,two-year,bank_transfer,dsl,0
C025144,66,130.88,1855.08,4,month-to-month,pix,none,0
C025145,69,122.18,3931.2,2,month-to-month,bank_transfer,fiber,0
C025146,45,132.88,5526.81,4,month-to-month,bank_transfer,fiber,1
C025147,7,119.55,7306.7,4,month-to-month,bank_transfer,fiber,0
C025148,18,139.19,8379.94,4,one-year,credit_card,fiber,0
C025149,52,40.37,8817.59,5,month-to-month,pix,dsl,1
C025150,44,103.26,7617.72,1,two-year,bank_transfer,fiber,1
C025151,31,30.71,1727.17,2,month-to-month,credit_card,fiber,1
C025152,29,84.95,7655.24,5,month-to-month,boleto,fiber,0
C025153,51,131.97,5270.35,3,month-to-month,boleto,fiber,0
C025154,30,114.33,3362.64,1,month-to-month,credit_card,fiber,1
C025155,11,95.78,2726.44,2,month-to-month,bank_transfer,fiber,0
C025156,71,110.22,6492.29,1,two-year,pix,none,0
C025157,25,42.53,3873.65,4,month-to-month,boleto,fiber,1
C025158,20,141.0,7770.37,2,month-to-month,bank_transfer,fiber,0
C025159,5,47.62,8513.29,3,one-year,boleto,dsl,0
C025160,34,41.71,8014.49,0,month-to-month,credit_card,fiber,0
C025161,71,38.2,4176.5,0,two-year,bank_transfer,dsl,0
C025162,11,141.71,7945.36,2,month-to-month,boleto,dsl,0
C025163,17,79.91,5386.94,4,one-year,pix,fiber,0
C025164,13,89.3,1657.68,0,month-to-month,credit_card,fiber,0
C025165,6,69.27,793.29,4,two-year,boleto,none,0
C025166,44,23.55,401.84,1,month-to-month,boleto,dsl,0
C025167,21,28.67,373.01,3,month-to-month,bank_transfer,fiber,0
C025168,54,22.05,7352.8,1,month-to-month,boleto,fiber,0
C025169,29,90.07,1189.57,3,two-year,credit_card,fiber,0
C025170,46,45.15,7981.04,1,month-to-month,pix,none,0
C025171,6,72.28,2643.23,2,month-to-month,boleto,fiber,0
C025172,24,79.84,8933.57,3,two-year,boleto,fiber,0
C025173,30,89.24,3939.21,1,month-to-month,boleto,none,0
C025174,4,136.06,1358.77,4,one-year,bank_transfer,dsl,0
C025175,30,25.62,2048.25,3,two-year,bank_transfer,dsl,0
C025176,34,84.25,1923.12,2,month-to-month,bank_transfer,dsl,1
C025177,29,37.14,1463.87,5,month-to-month,boleto,fiber,1
C025178,36,140.45,7163.88,0,month-to-month,boleto,fiber,0
C025179,58,139.27,1286.44,2,one-year,credit_card,fiber,1
C025180,56,38.19,4365.56,4,month-to-month,boleto,fiber,0
C025181,1,35.26,7386.4,4,two-year,bank_transfer,none,1
C025182,46,34.28,5428.77,5,month-to-month,boleto,fiber,0
C025183,65,32.75,6756.45,2,month-to-month,boleto,fiber,0
C025184,63,40.55,983.28,5,month-to-month,credit_card,fiber,1
C025185,23,40.24,7453.81,2,one-year,credit_card,fiber,0
C025186,57,41.26,5380.43,5,month-to-month,credit_card,fiber,0
C025187,58,39.31,40.46,4,month-to-month,boleto,dsl,0
C025188,26,69.13,7407.2,3,month-to-month,pix,none,0
C025189,63,53.01,5912.3,3,month-to-month,credit_card,fiber,0
C025190,46,74.22,141.91,2,two-year,bank_transfer,fiber,0
C025191,54,136.19,7078.9,3,two-year,pix,dsl,0
C025192,54,65.76,8886.71,4,month-to-month,credit_card,none,0
C025193,57,57.24,5848.11,4,month-to-month,credit_card,dsl,0
C025194,69,138.87,7620.17,3,month-to-month,pix,fiber,0
C025195,62,61.81,7740.69,5,month-to-month,pix,fiber,1
C025196,30,35.86,8959.15,5,two-year,credit_card,fiber,1
C025197,41,100.47,2284.77,2,month-to-month,boleto,fiber,0
C025198,47,56.63,4304.37,4,month-to-month,credit_card,fiber,0
C025199,62,87.59,3595.71,5,month-to-month,credit_card,none,1
C025200,28,119.84,6299.67,1,month-to-month,credit_card,dsl,0
C025201,22,93.52,5710.27,0,month-to-month,pix,dsl,0
C025202,53,125.14,4089.27,2,month-to-month,pix,fiber,0
C025203,69,64.81,8368.33,0,month-to-month,bank_transfer,fiber,0
C025204,66,41.93,8124.57,4,one-year,pix,fiber,0
C025205,10,71.31,1172.58,0,month-to-month,boleto,fiber,1
C025206,67,73.55,4089.3,5,one-year,credit_card,dsl,1
C025207,57,113.08,61.73,4,two-year,credit_card,dsl,0
C025208,11,109.29,5297.04,2,two-year,pix,dsl,0
C025209,0,60.22,7767.41,0,one-year,credit_card,dsl,0
C025210,14,140.81,5626.3,2,month-to-month,bank_transfer,dsl,0
